id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6117147,"cozy, private rental w/garden+deck",6872494,Diane,,Outer Sunset,37.75318463,-122.5009914,Entire home/apt,135,2,102,8/17/2018,2.6,1,33
6119086,Mission Apartment,31747421,Brian,,Mission,37.75671414,-122.408025,Entire home/apt,125,30,13,10/16/2017,0.32,1,0
6119683,Suite in the middle of it all,15490809,Dino,,Mission,37.76181574,-122.4214326,Private room,199,4,114,9/1/2018,3.01,1,82
6120540,"Large Room by Beach, Lake and Zoo",31755831,Philip,,Parkside,37.73435987,-122.4955799,Private room,49,1,253,9/2/2018,6.34,2,4
6132191,"Luxurious, Modern, Views, Nob Hill",13499994,Nick,,Nob Hill,37.7963249,-122.4119068,Entire home/apt,499,1,28,5/13/2018,0.76,2,0
6145605,Cute studio with parking! View! Safe Neighborhood,1196837,Heather,,Visitacion Valley,37.71389208,-122.3980894,Entire home/apt,150,2,81,9/6/2018,1.97,2,160
6156195,Brand NEW - Prime Castro LOCATION,31936468,Kevin,,Castro/Upper Market,37.76077086,-122.4362066,Entire home/apt,249,30,85,11/17/2017,2.1,1,179
6163821,Studio Room on Potrero Hill,6884446,Emily,,Potrero Hill,37.75538942,-122.3972996,Private room,146,1,201,8/24/2018,4.92,3,150
6165516,Three-Story  Bernal Heights Home,6163378,Beth,,Bernal Heights,37.73618989,-122.4183146,Entire home/apt,299,3,23,8/13/2018,0.61,1,0
6169292,Hotel Pac Hgts 2 Bed Free Car ParkA,20850212,Young,,Marina,37.79747893,-122.4256636,Private room,129,1,152,8/22/2018,3.79,15,31
6181182,Ultra Modern 1 Bedroom San Francisco Apartment!,30283594,Kara,,South of Market,37.77176766,-122.3940409,Entire home/apt,229,30,1,7/30/2015,0.03,30,354
6195258,Lovely House and Garden,64888,Sarah,,Bernal Heights,37.74697402,-122.4119291,Entire home/apt,250,2,14,7/28/2018,0.36,1,3
6213273,Modern Boutique Flat by the Ocean,9310705,Agi And Chris,,Outer Richmond,37.77176702,-122.5088706,Entire home/apt,390,30,115,8/11/2018,2.89,1,68
6214853,.Sunny San Francisco Flat!,9632192,Lynn,,Western Addition,37.77374628,-122.4248731,Entire home/apt,110,30,8,8/18/2018,0.2,11,342
6224858,Stylish Family Home near the Presidio,2927013,Elisabeth & James,,Inner Richmond,37.78578423,-122.4619319,Entire home/apt,450,4,19,8/12/2018,0.49,1,34
6238514,Noe Valley 2 bedroom retreat,6249565,Michael,,Noe Valley,37.74714549,-122.430588,Entire home/apt,350,1,67,8/28/2018,1.68,1,274
6245649,Blake & Sara's Ocean Beach Pad,23982718,Blake & Sara,,Outer Sunset,37.75963525,-122.5063976,Entire home/apt,97,30,115,8/18/2018,2.93,1,166
6257770,"Spacious, convenient, comfortable.",285583,Aaron,,Western Addition,37.77585214,-122.4264123,Entire home/apt,255,30,53,8/7/2018,1.32,1,37
6261638,BEST Location & Luxury - 1 Block from the Bay,16022598,Katie,,South of Market,37.78699328,-122.3912987,Entire home/apt,173,30,7,8/20/2018,0.26,1,190
6272183,Cozy Studio by Golden Gate Park,32300861,Elizabeth,,Inner Sunset,37.76325349,-122.452522,Entire home/apt,85,30,75,12/22/2017,1.87,1,86
6272816,"Sunny, Private Room / Valencia St",7965809,Praise,,Mission,37.7698189,-122.4216038,Private room,125,2,116,8/17/2018,2.93,1,316
6273036,Cosy Potrero Hill 1 bedroom,2214440,Hugo,,Potrero Hill,37.75487794,-122.4023512,Entire home/apt,160,3,31,8/29/2018,0.79,1,19
6273745,Beautiful 2bd Noe Valley Home,28945865,Eric,,Noe Valley,37.7514352,-122.4416798,Entire home/apt,250,3,13,6/30/2018,0.32,1,0
6301675,Urban Oasis in the Heart of SF,32546924,Bill,,Nob Hill,37.79018498,-122.4116916,Entire home/apt,151,30,9,8/12/2018,0.32,1,359
6316753,Remodeled Room WIFI parking supermarket,22402,Jia,,Outer Mission,37.73212928,-122.4495246,Private room,65,3,34,6/8/2018,0.84,3,149
6324586,Lovely Family Friendly Mission Flat,32912359,Laura,,Mission,37.75043577,-122.4101017,Entire home/apt,275,5,6,8/3/2018,0.15,1,0
6326133,Spacious Sunny Victorian Suite (BR+LR),20624477,Maureen,,Pacific Heights,37.78880963,-122.4400007,Entire home/apt,225,4,81,8/31/2018,2.02,1,114
6329340,Beloved San Francisco,15357373,Ding,,Western Addition,37.77831893,-122.4456101,Entire home/apt,450,5,11,8/13/2018,0.29,4,87
6329731,Love San Francisco,15357373,Ding,,Western Addition,37.77692353,-122.4461256,Private room,290,4,30,8/25/2018,0.77,4,72
6331695,Cozy Place in Noe Valley,14063841,Danielle,,Noe Valley,37.74206855,-122.4306852,Entire home/apt,196,1,259,9/6/2018,6.58,1,122
6335352,Modern victorian with succulent backyard (3bd),580236,Vladislav,,Noe Valley,37.75341281,-122.4403329,Entire home/apt,600,3,54,8/30/2018,1.42,1,287
6336315,Edwardian Condo Centrally Located,5836827,Robert,,South of Market,37.77061533,-122.4213956,Entire home/apt,240,2,18,8/13/2017,1.2,1,0
6337298,"2BR: Modern Design, Ocean View, Fully Wired (06)",9843013,Chris,,Inner Sunset,37.75516909,-122.4741471,Entire home/apt,115,30,8,4/5/2018,0.24,10,319
6338562,Private Floor 3-Level New Townhome!,3840687,Chris,,Nob Hill,37.7925631,-122.4213503,Private room,200,140,2,9/18/2015,0.05,1,365
6344096,"Large room, conv. loc. w/ views",3588642,Ambrish,,Noe Valley,37.75194506,-122.4406828,Private room,99,21,4,6/9/2018,0.1,2,313
6348655,5* SuperLoft next to Caltrain,32798740,Ross,,South of Market,37.77531786,-122.4007626,Entire home/apt,398,179,18,8/8/2016,0.45,1,358
6348742,Charming & spacious Apt in heart of Noe Valley,17187571,Lloyd,,Noe Valley,37.75326232,-122.43598,Private room,125,30,84,7/3/2018,2.14,1,227
6357895,Mission Hideaway,15767665,Michelle,,Mission,37.75546545,-122.4089539,Private room,175,2,172,8/19/2018,4.31,1,141
6360976,Quintessential Russian Hill 2BR Apt,25196982,Nikolas,,Russian Hill,37.79928133,-122.4194679,Entire home/apt,200,30,99,6/23/2018,2.46,2,346
6364873,Charming home with beautiful garden & parking,28786427,Antoine,,Western Addition,37.77259641,-122.4281421,Entire home/apt,343,7,6,8/6/2018,0.15,1,0
6365956,Cozy Bedroom+EASY PARKING!!,11776513,Yuki,,Inner Sunset,37.75748143,-122.4722197,Private room,129,1,74,9/4/2018,1.83,1,287
6373849,"Modern Luxury Junior 1BR, #1",9965793,The Twist,,Chinatown,37.79135085,-122.4082793,Entire home/apt,109,30,4,11/11/2017,0.1,8,126
6374167,Private Quiet Room,33217272,Joanna,,Haight Ashbury,37.76637208,-122.4467014,Private room,80,7,34,7/18/2018,0.99,1,170
6376338,San Francisco Mid-Century Home beautifully updated,33232844,Richard,,Inner Sunset,37.75639311,-122.4545512,Entire home/apt,365,4,2,8/31/2018,1.82,1,66
6378495,"Oasis Sunny Vibrant Mission, loft",22434504,Chan Young,,Mission,37.75821116,-122.4196859,Private room,89,30,117,6/21/2018,2.9,1,322
6378613,Walk to Baker Beach from our 3br/2bth Home !!,33249457,Matthew,,Outer Richmond,37.78306575,-122.4860473,Entire home/apt,450,3,5,7/27/2018,0.18,1,82
6387526,3Br luxury house in restaurant district,23319517,Chris,,Mission,37.76706857,-122.4239037,Entire home/apt,275,30,19,11/11/2017,0.47,1,357
6402782,2 Bedroom Apt in NOPA with Parking,12372064,Julia L.,,Western Addition,37.77700121,-122.4413104,Entire home/apt,185,5,106,8/23/2018,2.73,1,61
6415052,Top-Floor Apartment in Edwardian Home with Deck,5537980,Chris,,Haight Ashbury,37.76973891,-122.436951,Entire home/apt,370,5,51,8/12/2018,1.81,1,0
6423158,Mediterranean style private studio,33511564,Alice,,West of Twin Peaks,37.73130338,-122.4615201,Entire home/apt,139,2,236,9/3/2018,5.89,1,304
6430646,"Room in Elegant, Private, Serene House with Beautiful Furnishings",4098848,David,,Twin Peaks,37.75772921,-122.4450277,Private room,115,2,176,8/31/2018,4.39,1,137
6437010,Room in Mission apartment - Great SF Location!,6327082,Joanne,,Mission,37.76570458,-122.4166918,Private room,91,2,84,9/3/2018,2.11,2,217
6448545,3BR MODERN PENTHOUSE w/BEST SF VIEWS!,2682061,Jose,,Nob Hill,37.79533074,-122.4120096,Entire home/apt,381,30,19,8/12/2018,0.49,4,282
6453006,Cozy Private Suite w/ Kitchen,2801594,Divya,,Bernal Heights,37.74172457,-122.408509,Private room,135,3,67,4/10/2018,1.72,1,0
6453774,SF Hotel Studio: Union Square (1),22267033,Jennifer,,Downtown/Civic Center,37.78835532,-122.4091569,Entire home/apt,249,1,36,8/17/2018,0.91,21,356
6466473,South Beach 2 Bed with Parking!,1257432,San Francisco Life,,South of Market,37.78008713,-122.3896338,Entire home/apt,500,30,5,4/6/2016,0.14,31,98
6481492,Sunny Mission 2BR Home w Garden access,23073793,Sasha,,Mission,37.7552773,-122.4104774,Entire home/apt,349,4,5,6/9/2018,0.13,2,29
6494663,Comfy Suite A/private bath on ground floor+Netflix,33948993,Paul,,Outer Sunset,37.74950011,-122.4916428,Private room,84,1,243,9/5/2018,6.12,3,313
6495015,"Victorian, 3RM 5 beds, very private suite, Central",169443,Deidre,,Mission,37.75971732,-122.4216425,Private room,210,1,178,8/28/2018,4.57,1,141
6505426,Noe/Castro 1BD Hideaway,18949688,Jeff,,Noe Valley,37.7531561,-122.4372234,Entire home/apt,200,2,168,9/6/2018,4.5,1,257
6506593,Spacious Pacific Heights 4BD Home,33693967,Mike,,Marina,37.79618678,-122.4389331,Entire home/apt,700,30,62,7/15/2017,1.57,1,115
6514826,Dolores Park Edwardian charmer,27061527,Shelagh,,Mission,37.76282751,-122.4254705,Entire home/apt,250,3,61,8/31/2018,1.62,1,87
6516295,Spacious SOMA Loft w/ Parking,34074805,Eriem,,South of Market,37.77248454,-122.4077985,Entire home/apt,250,30,4,7/29/2016,0.13,1,0
6518261,Excelsior Lovely Modern Apartment,34072818,Maru&Jerome,,Excelsior,37.7190645,-122.4326119,Entire home/apt,149,5,105,9/6/2018,2.65,1,122
6522477,Mission/Noe Valley Painted Lady/Katz House Rm 3of3,7212456,Jack & Christina,,Noe Valley,37.74937843,-122.4257571,Private room,300,3,1,9/21/2016,0.04,3,337
6523507,Hand Crafted Cottage,6777981,Sebastian,,Noe Valley,37.74744439,-122.4357351,Entire home/apt,265,4,59,8/28/2018,1.56,1,323
6526129,BEST LOCATION SEPTEMBER Sublet FILLMORE ST,2971941,Amy,,Pacific Heights,37.79034446,-122.4348015,Entire home/apt,129,30,1,10/6/2016,0.04,1,0
6526344,One bedroom in a 2/1 Mission Apt,11053358,Jared,,Mission,37.76313806,-122.4213643,Private room,50,60,2,8/15/2017,0.06,1,0
6529234,Studio,8077748,Adrian,,Bernal Heights,37.74326002,-122.4106087,Entire home/apt,114,14,76,9/3/2018,2.68,3,9
6543813,Quiet Sanctuary / Central Location,34224937,Leonard,,Castro/Upper Market,37.75689669,-122.4340231,Private room,124,2,83,8/31/2018,2.12,1,45
6544530,Modern 2Floor 2BR by Dolores Park,2436725,Jeff,,Castro/Upper Market,37.76013765,-122.4321301,Entire home/apt,399,5,20,4/29/2018,0.53,2,0
6545449,4 BR 3BA house w parking- Duboce Tri,14274608,Shameem,,Castro/Upper Market,37.76902684,-122.43489,Entire home/apt,1050,2,22,8/8/2018,0.57,1,354
6557736,Comfy Suite B/private bath on ground floor+Netflix,33948993,Paul,,Outer Sunset,37.74895975,-122.4924026,Private room,75,1,219,9/5/2018,5.53,3,306
6558237,amazing victorian flat,34299732,Evan,,Bernal Heights,37.74439306,-122.4211594,Private room,90,2,106,8/20/2018,2.72,2,322
6560870,"Private Apartment - 1BR, 1BA, Living Room & Deck",28070005,Sage & Babs,,Bernal Heights,37.74814219,-122.4080592,Entire home/apt,135,3,125,8/24/2018,3.31,1,73
6587558,Comfy Room Surrounded by Nature,23551027,James,,Inner Richmond,37.77751436,-122.4568256,Private room,80,30,1,11/13/2015,0.03,1,365
6591087,"Bedroom+bath, close to Moscone / Caltrain",2153391,Stephanie,,South of Market,37.77681134,-122.3971976,Private room,375,30,4,1/15/2016,0.1,2,112
6591405,SOPHISTICATED 2BED AMAZING LOCATION,11166407,Melise,,Marina,37.80166373,-122.4306821,Entire home/apt,485,30,6,3/24/2017,0.16,3,44
6600081,CLOUD 9: Bright-Modern-Super Clean :),75978,Del,,Mission,37.75300435,-122.403943,Private room,95,4,175,8/31/2018,4.44,2,149
6601749,SF| Cozy private studio. Fully equipped,424793,Iz,,Crocker Amazon,37.71173951,-122.4456098,Entire home/apt,74,30,15,1/11/2018,0.38,1,365
6604564,2BR/1B Modern Design Flat @ Mission,4091830,Daniel,,Bernal Heights,37.7481769,-122.4188406,Entire home/apt,350,1,24,8/5/2018,0.63,3,349
6604799,Private Modern Design Mission Rm #2,4091830,Daniel,,Mission,37.74821961,-122.4182616,Private room,160,1,73,8/22/2018,1.85,3,351
6627450,Bespoke Elegance in Upper Market,14326861,Rk,,Castro/Upper Market,37.76439681,-122.4305397,Entire home/apt,354,28,25,1/9/2018,0.69,1,101
6628985,Classic Studio in Lower Pac Height,2686174,Sylvie,,Western Addition,37.78472301,-122.4466628,Private room,109,2,133,8/27/2018,3.44,1,39
6629798,Room w/ private bath + free parking (Room A),1483039,Adam,,Excelsior,37.72836402,-122.4164301,Private room,120,2,191,7/26/2018,4.84,2,23
6643496,"Private room, bath & entrance",25709934,Don,,Twin Peaks,37.74694092,-122.4485802,Private room,150,3,131,8/27/2018,3.3,1,6
6646641,2 bed/2 bath LARGE SOMA Loft near Moscone/Caltrain,2153391,Stephanie,,South of Market,37.77620468,-122.3995479,Entire home/apt,339,30,1,7/5/2015,0.03,2,0
6648062,Modern View Home with a Private Deck,34799523,Mari,,Bernal Heights,37.74135349,-122.4093841,Private room,130,3,30,7/30/2018,0.77,3,339
6649234,SF Hotel Studio: Union Square (5),22267033,Jennifer,,Downtown/Civic Center,37.78858276,-122.4094901,Entire home/apt,259,1,8,9/24/2016,0.2,21,359
6653474,Large Private Studio in heart of Nopa,475974,Ari,,Haight Ashbury,37.77565845,-122.4406268,Entire home/apt,128,30,17,7/31/2018,0.44,2,50
6658545,Garden Cottage in Inner Sunset,3146981,Jenia,,Inner Sunset,37.76209335,-122.4690315,Entire home/apt,211,2,40,10/8/2017,1.04,1,35
6662128,"Monthly rental B1 Broadway st. financial,chinatown",204441,Gary,,Chinatown,37.79780771,-122.4055447,Private room,95,30,136,8/11/2018,3.44,4,358
6662231,"B2 monthly North Beach ,Broadway, Chinatown",204441,Gary,,North Beach,37.79878517,-122.405424,Private room,110,30,127,7/20/2018,3.21,4,316
6671126,Gorgeous Hideaway Centrally located & Patio/HotTub,4204719,Brian,,Outer Mission,37.73150022,-122.4335482,Entire home/apt,157,3,85,8/27/2018,2.15,1,209
6688004,"Craftsman home, great neighborhood!",35005343,Linda,,Bernal Heights,37.74256808,-122.4135912,Private room,110,3,96,9/3/2018,2.49,1,139
6691495,"Room in sunny 3br/1b townhouse w/ laundry, parking",24647444,Emma,,Potrero Hill,37.75149047,-122.3989173,Private room,80,30,4,7/29/2017,0.26,1,0
6701045,Bright Two-Bedroom @ Parc Telegraph,24157036,Angela,,North Beach,37.80467692,-122.4057403,Entire home/apt,370,30,2,11/20/2016,0.08,27,252
6705522,Spacious 4BR Apt. in San Francisco,31224596,Vladimir,,Parkside,37.74198726,-122.4951745,Entire home/apt,270,90,76,3/7/2017,2.1,2,0
6713445,Castro Villa Verde,965865,Jeffrey,,Castro/Upper Market,37.76355806,-122.4325687,Entire home/apt,225,1,175,8/22/2018,4.45,1,315
6713990,Comfortable Artistic Condo,18818082,Antigone,,Mission,37.7668503,-122.4236838,Entire home/apt,160,30,6,6/7/2018,0.16,2,107
6715383,"Sweet Stay 1 bedroom near BART, SFO",10786181,Deborah,,Ocean View,37.72059116,-122.4521594,Entire home/apt,116,30,34,1/20/2018,1.05,3,351
6716133,"Sweet Stay close to BART, SFO",10786181,Deborah,,Ocean View,37.72122249,-122.4527411,Entire home/apt,110,30,112,2/23/2018,2.86,3,351
6716417,Cozy Apartment in Sunset Home,11294671,Delphine,,Parkside,37.74572471,-122.4721516,Private room,125,1,86,6/15/2018,2.36,1,33
6727254,Noe Valley Victorian - Eureka!,18151037,Valerie,,Noe Valley,37.7532274,-122.4374096,Private room,105,2,26,8/24/2018,0.67,9,272
6728537,"Newly remodeled spacious apt, walk score 98!",34869906,Billy,,Downtown/Civic Center,37.78712062,-122.4157491,Private room,113,2,11,1/1/2018,0.89,1,65
6730473,Penthouse apartment w skylights,10501924,Karen,,Western Addition,37.77855066,-122.4386426,Entire home/apt,104,30,71,8/1/2018,1.81,4,365
6732541,Panoramic Views & Central Location,4346095,Ava,,Nob Hill,37.79680839,-122.4126351,Entire home/apt,199,5,34,9/2/2018,0.87,4,265
6748645,Sunny Art-filled Noe Valley Views!,3109494,Peggy,,Noe Valley,37.75547853,-122.4294132,Entire home/apt,350,3,40,7/28/2018,1.05,1,223
6749412,"Beautiful Potrero Hill Apt, Parking",4221614,"Cris, Daniela, Olivia & Paloma",,Potrero Hill,37.76033782,-122.4052499,Entire home/apt,177,1,141,8/17/2018,3.59,3,346
6754197,Soma Bedroom Suite,1756593,Rio,,South of Market,37.77642537,-122.4165539,Private room,62,30,16,3/1/2018,0.43,3,365
6764924,Beautiful Victorian in Sunny Noe Valley,35415458,Katherine,,Noe Valley,37.74243715,-122.424268,Entire home/apt,375,2,16,8/10/2018,0.42,1,0
6764986,THE BARTLETT QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78682536,-122.4081317,Private room,110,1,69,8/22/2018,1.75,19,0
6782479,Mediterranean Birds' Nest,35506418,Priya,,Glen Park,37.73476551,-122.4319367,Entire home/apt,270,3,11,6/18/2018,0.28,1,168
6784032,Your Grand Victorian Dream House in Noe Valley,35515939,Eric,,Noe Valley,37.75243957,-122.4313724,Entire home/apt,682,3,10,8/24/2018,0.27,1,72
6784867,Coolest Victorian Gem,34299732,Evan,,Bernal Heights,37.74486024,-122.4220966,Private room,89,2,142,8/19/2018,3.65,2,312
6793767,Castro Street Apartment with View,35420613,Janet,,Castro/Upper Market,37.75647307,-122.4357957,Entire home/apt,110,31,56,4/2/2018,1.49,1,179
6798145,Room with view of the entire Bay,35509920,Nancy,,Bayview,37.72961676,-122.3716304,Private room,2200,31,0,,,1,358
6800168,Bright Spacious Noe Valley Flat,767091,Cristian,,Noe Valley,37.75202097,-122.4256869,Entire home/apt,190,3,9,7/26/2017,0.23,1,0
6812179,Beautiful Two Story Victorian Condo,35663027,Brian,,Haight Ashbury,37.76978381,-122.4448995,Entire home/apt,450,2,10,7/14/2018,0.27,1,5
6822070,Cozy Home in Charming Neighborhood,35728196,Ausra,,Bernal Heights,37.74096325,-122.4165648,Entire home/apt,159,1,42,7/12/2018,1.1,1,0
6835302,1 Bedroom Condo in North Beach,24157036,Angela,,North Beach,37.80447285,-122.4049667,Entire home/apt,265,30,0,,,27,343
6835462,Stare in Awe at the SF Skyline,24157036,Angela,,Financial District,37.78759739,-122.3984387,Entire home/apt,252,30,1,4/29/2016,0.03,27,251
6836411,SF Hotel Studio: Union Square (4),22267033,Jennifer,,Downtown/Civic Center,37.78744664,-122.4105873,Entire home/apt,249,1,12,7/27/2018,0.31,21,354
6836785,Studio Apartment on quiet street in The Mission,727246,Erika,,Mission,37.75203195,-122.4225433,Entire home/apt,182,1,176,8/22/2018,4.51,2,78
6836928,Huge & Sunny 3 Bedroom Loft w/ parking 30 day min,4486349,Pegah,,South of Market,37.77532099,-122.4076847,Entire home/apt,1000,30,18,5/21/2018,0.46,1,364
6852309,Gorgeous Top Floor Flat with Deck,11259636,Malcolm,,Noe Valley,37.75074264,-122.4351284,Entire home/apt,180,30,2,10/8/2017,0.15,4,92
6852800,Charming Russian Hill Studio// Corporate Housing,11164643,Megan,,Russian Hill,37.80029461,-122.4224561,Entire home/apt,196,2,95,9/7/2018,2.44,1,85
6864929,Newly Renovated in Noe Valley,35710779,Becky,,Noe Valley,37.74576386,-122.4265036,Entire home/apt,710,7,2,8/14/2018,1.2,1,26
6870420,Beautifully renovated Victorian,14097113,Kristen,,Noe Valley,37.75323221,-122.435879,Entire home/apt,1100,5,8,8/15/2017,0.21,1,105
6872214,City views masterbedroom & free parking,34876815,Rene,,Bayview,37.73159781,-122.3731758,Private room,50,1,207,8/23/2018,5.29,1,80
6883183,Elegant Union Square hotel room,23593310,Meimei,,Downtown/Civic Center,37.78722382,-122.4095551,Entire home/apt,195,2,24,7/29/2018,0.65,2,1
6884454,Very large 1BR with Rooftop Patio & Insane View!,20037498,Carly,,Potrero Hill,37.76243177,-122.4018537,Entire home/apt,150,30,7,5/4/2018,0.19,2,104
6885422,Lovely bright home in best location,335127,Irene,,Noe Valley,37.75209135,-122.4260511,Entire home/apt,399,4,19,6/17/2018,0.52,5,0
6887043,"Spacious apartment with pkg, steps away from Muni",5639050,Marc,,Castro/Upper Market,37.76337999,-122.4369755,Entire home/apt,150,30,6,5/15/2018,0.16,1,0
6887081,Collingwood Hill,18197171,Tyson,,Noe Valley,37.75544179,-122.435235,Entire home/apt,350,3,52,8/12/2018,1.36,1,0
6887234,SF Richmond District Master Bdrm with Bath,7858294,Wendy,,Outer Richmond,37.77672002,-122.4827374,Private room,85,2,40,8/20/2018,1.06,1,46
6894794,Private room with stunning views,36128883,Rose,,Outer Mission,37.73290945,-122.4431861,Private room,175,1,93,9/1/2017,2.39,2,0
6898334,Condo in Pacific Heights/Cow Hollow,24157036,Angela,,Pacific Heights,37.79540319,-122.4288204,Entire home/apt,220,30,2,4/20/2017,0.06,27,251
6898966,bright open loft in dogpatch/potrero,36150866,Rio,,Potrero Hill,37.76260458,-122.3904754,Entire home/apt,350,3,24,9/2/2018,0.62,1,319
6911587,Convenient and Comfy Mission Pad,1661839,Todd,,Mission,37.76489654,-122.4213953,Private room,110,2,51,7/29/2018,1.41,1,0
6913294,Sunny Room in Beautiful Victorian,36229030,Benjamin,,Mission,37.75597989,-122.4152521,Private room,90,1,68,9/4/2018,1.74,1,23
6915497,Lovely 3BR Mission Home with Garden,36237660,Rebecca,,Mission,37.75338256,-122.4063336,Entire home/apt,400,3,40,8/12/2018,1.06,1,55
6922612,Big VIEWS!  1-BR Central SAN FRANCISCO location,3570102,Georgie,,Western Addition,37.78526538,-122.4232064,Entire home/apt,128,5,18,7/8/2018,0.46,1,2
6924208,Large Victorian Home in Mission,29739760,Jenny,,Mission,37.75315747,-122.4051128,Entire home/apt,195,3,11,8/18/2018,0.28,1,0
6926901,Victorian in the heart of Mission,1539714,Fred,,Mission,37.75641542,-122.4128513,Entire home/apt,300,3,47,6/30/2018,1.21,1,5
6934867,Spacious 3BR Home by Beach and GG Park,25943995,Dan,,Outer Sunset,37.75633847,-122.5036482,Entire home/apt,219,30,14,5/7/2017,0.42,4,365
6934874,Beautiful SF 2BR w/ Ocean Views,25943995,Dan,,Outer Sunset,37.7573388,-122.5019444,Entire home/apt,157,30,79,8/5/2018,2.05,4,365
6936417,"Modern Victorian on top of the hill, shared entry",1407112,Olga,,Potrero Hill,37.76028277,-122.3936458,Entire home/apt,265,3,52,7/26/2018,1.34,1,4
6938818,Best Secret in Town,36381578,Harris,,Seacliff,37.78065902,-122.5056348,Private room,65,3,84,8/17/2018,2.15,3,129
6940354,Private Room in Beautiful SF Home,31607663,Ximena,,West of Twin Peaks,37.72428044,-122.45723,Private room,99,3,4,8/12/2018,0.1,4,0
6940448,Guesthouse Private Quiet Room,31607663,Ximena,,West of Twin Peaks,37.72557595,-122.457469,Private room,80,3,9,6/30/2018,0.24,4,0
6955678,15 min Walk Downtown SF Private MASTER Room,12302104,Anna,,Chinatown,37.79424448,-122.4092874,Private room,83,30,0,,,3,341
6957662,"Modern, private separate suite & garden.",36481063,Gary,,Noe Valley,37.74858342,-122.4358235,Entire home/apt,225,5,75,9/3/2018,1.93,1,228
6959726,First Class Condo Near Dolores Park,76571,Brent,,Mission,37.75566858,-122.4242006,Entire home/apt,265,2,62,7/7/2018,1.6,1,7
6968158,Relax on the Deck of a Bold Victorian Townhouse,17986295,Catherine,,Western Addition,37.7784736,-122.4350218,Private room,158,2,141,9/3/2018,4.35,1,240
6970746,Serene Space by Golden Gate Park,36470371,Rebecca And Laurie,,Presidio Heights,37.78168701,-122.4562758,Private room,148,2,97,8/27/2018,2.53,1,99
6973383,SUPERHOST Newly remodeled relaxing blue room,22402,Jia,,Outer Mission,37.73172017,-122.4484476,Private room,60,6,3,9/1/2018,0.09,3,146
6974259,Rossa House,127367,Annette,,Bayview,37.71059904,-122.3903009,Entire home/apt,170,30,0,,,23,365
6975064,Studio Apartment in the Heart of the City,5409563,Bilal,,Western Addition,37.78621883,-122.424375,Entire home/apt,85,30,47,7/13/2018,1.21,1,0
6985131,"Cozy, Garden Secure Private Room & Bath.",36060750,Grace,,Ocean View,37.71997678,-122.4571884,Entire home/apt,79,3,83,8/26/2018,2.16,1,320
6993593,A Victorian Beauty on Nob Hill in San Francisco Ca,36668744,John,,Nob Hill,37.79569442,-122.417082,Private room,149,2,151,9/1/2018,3.88,3,245
7004802,"2 br sunny apartment, heart of SF",10534054,Thomas,,Mission,37.76998771,-122.4226806,Entire home/apt,245,3,33,8/24/2018,0.87,1,2
7007759,Rooms with private entrance 独立一房一厅,36734328,Winni,,Ocean View,37.71728179,-122.4526949,Private room,195,7,11,8/13/2018,0.3,1,254
7009654,Quiet Glen Park Room for Two People,34268088,Glenn,,Glen Park,37.73631883,-122.4369148,Private room,69,2,88,8/29/2018,2.35,1,113
7009791,Private Room in Beautiful Edwardian,58930,David,,Inner Richmond,37.7777961,-122.4593366,Private room,125,3,22,6/4/2018,0.58,4,4
7009809,"SF classic Edwardian, 3bd/2b, parking, GGPark",33833956,Voula,,Inner Sunset,37.7568804,-122.467846,Entire home/apt,425,3,132,9/4/2018,3.49,1,111
7012313,Walkers' Paradise in Noe Valley LWR,36763152,Alex,,Noe Valley,37.75072854,-122.4264692,Private room,93,30,10,11/8/2017,0.27,2,273
7020637,Great Mission appartment with friendly cat,13872501,Birgit,,Mission,37.753686,-122.4226111,Entire home/apt,150,1,26,6/12/2018,2.54,1,3
7022309,Sunny Queen in a restored Edwardian,9177164,Beth,,Haight Ashbury,37.77497609,-122.4435542,Private room,88,1,87,8/7/2018,2.3,4,15
7026287,Separate Entrance/Private Bathroom in Noe Valley!,36833202,Melissa & Nicole,,Noe Valley,37.74962834,-122.4299486,Private room,125,2,222,9/4/2018,6.03,1,84
7027139,☆BEACHSIDE/PARKSIDE LUXURY SUITE☆,34592529,Vee,,Outer Sunset,37.76379989,-122.5073232,Private room,190,3,22,8/13/2018,0.59,1,356
7028127,2000sqft 4BR Mission Victorian Flat,17536951,Rob,,Bernal Heights,37.74330992,-122.4197386,Entire home/apt,250,2,67,9/10/2017,2.13,4,0
7034114,Spacious and Sunny Noe Valley Gem!,8280568,Barbara,,Noe Valley,37.74736271,-122.4248953,Private room,125,3,30,8/21/2018,0.78,3,3
7035672,"BnB of Bianca: Private Studio, View, & Parking",36886391,Kyle,,Parkside,37.74236219,-122.4722912,Entire home/apt,179,4,81,8/16/2018,2.15,1,92
7038488,Our family home is your SF home base,36905321,Heather,,Inner Sunset,37.76463108,-122.474559,Entire home/apt,215,6,8,11/25/2017,0.39,1,0
7054235,Sunset Remodeled Bedroom,7486078,Benjamin,,Outer Sunset,37.75853313,-122.5050631,Private room,99,3,75,8/13/2018,1.95,1,30
